,text,category,median
117,Había un niño tan feo pero tan feo que sus papás le amarraban un trozo de carne al cuello para que el perro jugara con el... verb number noun adverb adjective conjunction adverb adjective conjunction determiner noun pronoun verb determiner noun adposition noun adposition determiner noun adposition conjunction determiner noun verb adposition determiner punctuation,1,3
118,"Típico: Ir a la tienda golpeando con la rodilla, el envase del refresco. noun punctuation verb adposition determiner noun verb adposition determiner noun punctuation determiner noun adposition determiner noun punctuation",0,0
119,Típico: estás saliendo con alguien y de repente aparece hasta tu ex del kínder. noun punctuation verb verb adposition pronoun conjunction adverb verb adposition determiner adjective adposition determiner verb punctuation,0,0
120,Sinónimos de felicidad: -Comer -Dormir -Alcohol -Dinero -Música -Amigos noun adposition noun punctuation punctuation verb punctuation verb punctuation noun punctuation noun punctuation noun punctuation noun,1,1
121,"No creas en quien dice quererte, sino en quien lucha por tenerte...   adverb verb adposition pronoun verb verb pronoun punctuation conjunction adposition pronoun noun adposition verb pronoun punctuation",0,0
122,Nueva meta de esta generación: Llegar virgen a la primera comunión. adjective noun adposition determiner noun punctuation verb noun adposition determiner adjective noun punctuation,1,4
123,"RT @SoloDeMujer: No te rindas, recuerda que muchas veces la última llave es la que abre la puerta. noun punctuation noun punctuation adverb pronoun verb punctuation verb conjunction determiner noun determiner adjective noun verb determiner pronoun verb determiner noun punctuation",0,0
124,Lo mejor de dormir es dormir. determiner adjective adposition verb verb verb punctuation,0,0
125,"RT @FraseSexual: De acuerdo con el Instituto Kinsey, la erección de pene más corta, fue registrada en tan solo 4.5 centímetros noun punctuation noun punctuation adposition determiner noun punctuation determiner noun adposition noun adverb adjective punctuation verb verb adposition adverb adjective number",0,0
126,"Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes. determiner noun pronoun verb adposition verb adverb punctuation verb determiner determiner noun conjunction verb pronoun conjunction adverb verb date punctuation",0,0
127,Yo también pienso que he hecho bien el examen hasta que le pregunto a los demás sus respuestas. pronoun adverb verb conjunction verb verb adverb determiner noun adposition pronoun pronoun verb adposition determiner pronoun determiner noun punctuation,1,1
128,"—Me cae mal
—¿La conoces?
—No, pero me cae mal. punctuation noun verb adverb punctuation punctuation pronoun verb punctuation punctuation noun punctuation conjunction pronoun verb adverb punctuation",0,0
129,"-Te amo &lt;3 -Yo ya casi &lt;2,9999 punctuation pronoun verb punctuation noun punctuation number punctuation pronoun adverb adverb punctuation noun punctuation number",0,0
130,"En la vida existen momentos incomparables, cosas inexplicables y personas inolvidables adposition determiner noun verb noun adjective punctuation noun adjective conjunction noun adjective",0,0
131,Cuando te bañas: 75% pensar o cantar. 25% bañarte. conjunction pronoun verb punctuation number verb conjunction verb punctuation number verb pronoun punctuation,0,0
132,"—Cuando estoy aburrido de hablar con alguien digo: ""Jajajaja! Sí"", para cortar la conversación. —¿En serio? —Jajajaja! Sí. punctuation noun verb verb adposition verb adposition pronoun verb punctuation punctuation noun punctuation adverb punctuation punctuation adposition verb determiner noun punctuation punctuation punctuation adposition adjective punctuation punctuation noun punctuation adverb punctuation",1,3
133,"RT @RealidadEnfrase: ""Una cosa es perdonar y otra muy diferente volver a confiar."" noun punctuation noun punctuation punctuation determiner noun verb verb conjunction pronoun adverb adjective verb adposition verb punctuation punctuation",0,0
134,"Dios nunca pone a alguien en tu vida sin ninguna razón. Algún día, sabremos por qué lo hizo. BUEN DIA interjection adverb verb adposition pronoun adposition determiner noun adposition determiner noun punctuation determiner noun punctuation verb adposition pronoun pronoun verb punctuation noun",0,0
135,"Estamos en ciudad GOTICA: Sin gotica de luz, sin gotica de agua, sin gotica de seguridad. Atte. El Guasón de Sabaneta by @camilotorre verb adposition noun noun punctuation adposition noun adposition noun punctuation adposition noun adposition noun punctuation adposition noun adposition noun punctuation noun noun punctuation noun",1,3
136,@PitufoFilosofon A veces lo malo sucede para que puedas agradecer por todo lo bueno que te da la vida. punctuation noun noun determiner adjective verb adposition conjunction verb verb adposition determiner determiner adjective pronoun pronoun verb determiner noun punctuation,0,0
137,Un hombre dice: Tengo tanta hambre que me comería un helicóptero... Y un marica a su lado: tucutucutucutucutucu determiner noun verb punctuation verb determiner noun pronoun pronoun verb determiner noun punctuation conjunction determiner noun adposition determiner noun punctuation noun,1,1
138,Típico: Despertar de una siesta y no saber si mirar la hora o el calendario. noun punctuation verb adposition determiner noun conjunction adverb verb conjunction verb determiner noun conjunction determiner noun punctuation,1,1
139,"-Le robé un beso que me dejo sin aliento -Pero contame, ¿Cómo fue? -Le robé el beso y luego me dio un golpe en el estómago :( punctuation pronoun verb determiner noun pronoun pronoun verb adposition noun punctuation conjunction adjective punctuation punctuation pronoun verb punctuation punctuation pronoun verb determiner noun conjunction adverb pronoun verb determiner noun adposition determiner noun punctuation punctuation",1,3
140,TIpico: Ir por la calle. Saludar a alguien. Que no te devuelva el saludo. Pensar... A ÉSTE YA NO LE SALUDO MÁS. noun punctuation verb adposition determiner noun punctuation verb adposition pronoun punctuation conjunction adverb pronoun verb determiner noun punctuation verb punctuation adposition noun punctuation,1,2
141,Decir que es una larga historia para no contarla. verb conjunction verb determiner adjective noun adposition adverb verb pronoun punctuation,0,0
142, Sexy And Know It - LMFAO noun punctuation noun,0,0
143,"—Doctor, doctor, no puedo recordar nada. —¿Desde cuándo tiene este problema? —¿Cuál problema? punctuation noun punctuation noun punctuation adverb verb verb pronoun punctuation punctuation punctuation adposition pronoun verb determiner noun punctuation punctuation punctuation determiner noun punctuation",1,3
144,La gente lo llama día de San Valentín. Yo lo llamo jueves. determiner noun pronoun verb noun adposition noun punctuation pronoun pronoun verb date punctuation,1,3
145,RT @CiseProgresa: El entorno y los consumidores se han transformado completamente y los que estén preparados para adaptarse liderarán el nu… noun punctuation noun punctuation determiner noun conjunction determiner noun pronoun verb verb adverb conjunction determiner pronoun verb verb adposition verb pronoun verb determiner noun punctuation,0,0
146,"Por esas abuelas que no aceptan un ""no quiero más"" como respuesta. adposition determiner noun pronoun adverb verb determiner punctuation adverb verb adverb punctuation conjunction noun punctuation",1,3
147,"Típico: Ir a la casa de tu amigo y que su madre te tome como ejemplo de buen comportamiento, cuando eres peor que él. noun punctuation verb adposition determiner noun adposition determiner noun conjunction conjunction determiner noun pronoun verb conjunction noun adposition adjective noun punctuation conjunction verb adjective conjunction pronoun punctuation",1,1
148,"Si te dice fea, es porque eres guapa, nadie le dice fea a una fea. conjunction pronoun verb adjective punctuation verb conjunction verb adjective punctuation pronoun pronoun verb adjective adposition determiner adjective punctuation",0,0
149,Mirar el celular cuando no quieres saludar a alguien. verb determiner adjective conjunction adverb verb verb adposition pronoun punctuation,0,0
150,Matar mentalmente a quien no soportas. verb adverb adposition pronoun adverb verb punctuation,0,0
151,"Todos tenemos una canción que nos hace llorar, sonreír y recordar. ¿Cuál es la tuya? pronoun verb determiner noun pronoun pronoun verb verb punctuation verb conjunction verb punctuation punctuation pronoun verb determiner adjective punctuation",0,0
152,"—Tienes clase, hijo. —Gracias, mamá, soy un caballero. —Tienes clase mañana. Ya duérmete, pendejo. punctuation noun noun punctuation noun punctuation punctuation noun punctuation noun punctuation verb determiner noun punctuation punctuation noun noun adverb punctuation adverb verb pronoun punctuation noun punctuation",1,3
153,Yo + ? = Ni se te ocurra hablarme. pronoun punctuation punctuation noun pronoun pronoun verb verb pronoun punctuation,0,0
154,"Mi novio tiene sexo con muchas, para cuando este conmigo ser el mejor. Lo sé, me ama!. determiner noun verb noun adposition pronoun punctuation adposition conjunction pronoun pronoun verb determiner adjective punctuation pronoun verb punctuation pronoun verb punctuation punctuation",0,0
155,- ¿Y la dieta? -Me la comí :( punctuation punctuation conjunction determiner noun punctuation punctuation pronoun pronoun verb punctuation punctuation,1,3
156,"A QUE NO SABES LEER EN INGLES... Lee esto rápido: (Teen, Go, Pick, A, Son, In, My, Cool, Low) Excelente! Te felicito.  adposition noun punctuation verb pronoun adjective punctuation punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation pronoun verb punctuation",1,4
157,¿FELICIDAD?... Felicidad es darle la vuelta a la almohada y seguir durmiendo del lado frío. punctuation noun punctuation punctuation noun verb verb pronoun determiner noun adposition determiner noun conjunction verb verb adposition determiner noun adjective punctuation,0,0
158,¿Cuál es la enfermedad del 1 + 2? El ESTRESS  punctuation pronoun verb determiner noun adposition determiner number number punctuation determiner noun,1,3
